orpha:10	48,xxyy syndrome	48,xxyy syndrome
orpha:1192	atherosclerosis-deafness-diabetes-epilepsy-nephropathy syndrome	feigenbaum-bergeron-richardson syndrome
orpha:1193	atkin-flaitz syndrome	atkin-flaitz syndrome
orpha:1193	atkin-flaitz syndrome	x-linked intellectual disability, atkin type
orpha:1194	tmem70-related mitochondrial encephalo-cardio-myopathy	tmem70-related mitochondrial encephalo-cardio-myopathy
orpha:1194	tmem70-related mitochondrial encephalo-cardio-myopathy	mitochondrial encephalo-cardio-myopathy due to f1fo atpase deficiency
orpha:1194	tmem70-related mitochondrial encephalo-cardio-myopathy	mitochondrial encephalo-cardio-myopathy due to isolated atp synthase deficiency
orpha:1194	tmem70-related mitochondrial encephalo-cardio-myopathy	mitochondrial encephalo-cardio-myopathy due to isolated mitochondrial respiratory chain complex v deficiency
orpha:1195	congenital atransferrinemia	congenital atransferrinemia
orpha:1195	congenital atransferrinemia	congenital hypotransferrinemia
orpha:1198	colonic atresia	colonic atresia
orpha:1199	esophageal atresia	esophageal atresia
orpha:1200	choanal atresia-hearing loss-cardiac defects-craniofacial dysmorphism syndrome	choanal atresia-hearing loss-cardiac defects-craniofacial dysmorphism syndrome
orpha:1200	choanal atresia-hearing loss-cardiac defects-craniofacial dysmorphism syndrome	burn-mckeown syndrome
orpha:1201	atresia of small intestine	atresia of small intestine
orpha:1201	atresia of small intestine	apple peel syndrome
orpha:1201	atresia of small intestine	intestinal atresia type iiib
orpha:1201	atresia of small intestine	jejunal atresia
orpha:1201	atresia of small intestine	jejunoileal atresia
orpha:1201	atresia of small intestine	small intestinal atresia
orpha:1202	larynx atresia	larynx atresia
orpha:1203	duodenal atresia	duodenal atresia
orpha:1205	mitral atresia	mitral atresia
orpha:1207	pulmonary atresia with ventricular septal defect	pulmonary atresia with ventricular septal defect
orpha:1208	pulmonary atresia-intact ventricular septum syndrome	pulmonary atresia-intact ventricular septum syndrome
orpha:1209	tricuspid atresia	tricuspid atresia
orpha:1214	progressive hemifacial atrophy	progressive hemifacial atrophy
orpha:1214	progressive hemifacial atrophy	hemifacial atrophy
orpha:1214	progressive hemifacial atrophy	pha
orpha:1214	progressive hemifacial atrophy	parry-romberg syndrome
orpha:1214	progressive hemifacial atrophy	progressive facial hemiatrophy
orpha:1214	progressive hemifacial atrophy	romberg syndrome
orpha:1215	autosomal dominant optic atrophy plus syndrome	autosomal dominant optic atrophy plus syndrome
orpha:1215	autosomal dominant optic atrophy plus syndrome	doa+
orpha:1215	autosomal dominant optic atrophy plus syndrome	optic atrophy-deafness-polyneuropathy-myopathy syndrome
orpha:1216	autosomal dominant congenital benign spinal muscular atrophy	autosomal dominant congenital benign spinal muscular atrophy
orpha:1216	autosomal dominant congenital benign spinal muscular atrophy	autosomal dominant benign distal spinal muscular atrophy
orpha:1216	autosomal dominant congenital benign spinal muscular atrophy	congenital benign spinal muscular atrophy with contractures
orpha:1216	autosomal dominant congenital benign spinal muscular atrophy	congenital nonprogressive spinal muscular atrophy
orpha:1217	spinal atrophy-ophthalmoplegia-pyramidal syndrome	spinal atrophy-ophthalmoplegia-pyramidal syndrome
orpha:1217	spinal atrophy-ophthalmoplegia-pyramidal syndrome	hamano-tsukamoto syndrome
orpha:122	birt-hogg-dubé syndrome	birt-hogg-dubé syndrome
orpha:122	birt-hogg-dubé syndrome	fibrofolliculomas with trichodiscomas and acrochordons
orpha:1221	cheilitis glandularis	cheilitis glandularis
orpha:1223	balantidiasis	balantidiasis
orpha:1223	balantidiasis	balantidiosis
orpha:1223	balantidiasis	ciliary dysentery
orpha:1225	baller-gerold syndrome	baller-gerold syndrome
orpha:1226	bamforth-lazarus syndrome	bamforth-lazarus syndrome
orpha:1226	bamforth-lazarus syndrome	athyroidal hypothyroidism-spiky hair-cleft palate syndrome
orpha:1226	bamforth-lazarus syndrome	bamforth syndrome
orpha:1226	bamforth-lazarus syndrome	hypothyroidism-cleft palate syndrome
orpha:1227	bangstad syndrome	bangstad syndrome
orpha:1227	bangstad syndrome	ataxia-diabetes-goiter-gonadal insufficiency syndrome
orpha:1228	banki syndrome	banki syndrome
orpha:1229	congenital intrauterine infection-like syndrome	congenital intrauterine infection-like syndrome
orpha:1229	congenital intrauterine infection-like syndrome	blc-pmg
orpha:1229	congenital intrauterine infection-like syndrome	baraitser-brett-piesowicz syndrome
orpha:1229	congenital intrauterine infection-like syndrome	baraitser-reardon syndrome
orpha:1229	congenital intrauterine infection-like syndrome	bilateral band-like calcification with polymicrogyria
orpha:1229	congenital intrauterine infection-like syndrome	microcephaly-intracranial calcification-intellectual disability syndrome
orpha:1229	congenital intrauterine infection-like syndrome	pseudo-torch syndrome
orpha:123	björnstad syndrome	björnstad syndrome
orpha:123	björnstad syndrome	deafness-pili torti-hypogonadism syndrome
orpha:1231	barber-say syndrome	barber-say syndrome
orpha:1231	barber-say syndrome	hypertrichosis-atrophic skin-ectropion-macrostomia syndrome
orpha:1234	bartsocas-papas syndrome	bartsocas-papas syndrome
orpha:1234	bartsocas-papas syndrome	autosomal recessive popliteal pterygium syndrome
orpha:1234	bartsocas-papas syndrome	lethal popliteal pterygium syndrome
orpha:1236	severe microbrachycephaly-intellectual disability-athetoid cerebral palsy syndrome	severe microbrachycephaly-intellectual disability-athetoid cerebral palsy syndrome
orpha:1237	beemer-ertbruggen syndrome	beemer-ertbruggen syndrome
orpha:1237	beemer-ertbruggen syndrome	lethal hydrocephalus-cardiac malformation-dense bones syndrome
orpha:124	blackfan-diamond anemia	blackfan-diamond anemia
orpha:124	blackfan-diamond anemia	aase syndrome
orpha:124	blackfan-diamond anemia	aase-smith ii syndrome
orpha:124	blackfan-diamond anemia	congenital prca
orpha:124	blackfan-diamond anemia	congenital hypoplastic anemia, blackfan-diamond type
orpha:124	blackfan-diamond anemia	congenital pure red cell aplasia
orpha:1240	metaphyseal acroscyphodysplasia	metaphyseal acroscyphodysplasia
orpha:1240	metaphyseal acroscyphodysplasia	bellini syndrome
orpha:1240	metaphyseal acroscyphodysplasia	intellectual disability-short stature-wedge-shaped epiphyses of knees syndrome
orpha:1241	bencze syndrome	bencze syndrome
orpha:1241	bencze syndrome	hemifacial hyperplasia-strabismus syndrome
orpha:1243	best vitelliform macular dystrophy	best vitelliform macular dystrophy
orpha:1243	best vitelliform macular dystrophy	bmd
orpha:1243	best vitelliform macular dystrophy	bvmd
orpha:1243	best vitelliform macular dystrophy	best disease
orpha:1243	best vitelliform macular dystrophy	best macular dystrophy
orpha:1243	best vitelliform macular dystrophy	early-onset vitelliform macular dystrophy
orpha:1243	best vitelliform macular dystrophy	juvenile-onset vitelliform macular dystrophy
orpha:1243	best vitelliform macular dystrophy	polymorphic vitelline macular degeneration
orpha:1243	best vitelliform macular dystrophy	vitelliform macular dystrophy type 2
orpha:1246	brachydactyly-nystagmus-cerebellar ataxia syndrome	brachydactyly-nystagmus-cerebellar ataxia syndrome
orpha:1246	brachydactyly-nystagmus-cerebellar ataxia syndrome	biemond syndrome
orpha:1247	schistosomiasis	schistosomiasis
orpha:1247	schistosomiasis	bilharziasis
orpha:1248	maxillonasal dysplasia	maxillonasal dysplasia
orpha:1248	maxillonasal dysplasia	binder syndrome
orpha:1248	maxillonasal dysplasia	maxillonasal dysostosis
orpha:125	bloom syndrome	bloom syndrome
orpha:125	bloom syndrome	bsyn
orpha:1252	blepharonasofacial malformation syndrome	blepharonasofacial malformation syndrome
orpha:1252	blepharonasofacial malformation syndrome	pashayan syndrome
orpha:1252	blepharonasofacial malformation syndrome	pashayan-prozansky syndrome
orpha:1253	ascher syndrome	ascher syndrome
orpha:1253	ascher syndrome	blepharochalasis-double lip syndrome
orpha:1259	blepharoptosis-myopia-ectopia lentis syndrome	blepharoptosis-myopia-ectopia lentis syndrome
orpha:126	blepharophimosis-epicanthus inversus-ptosis syndrome	blepharophimosis-epicanthus inversus-ptosis syndrome
orpha:126	blepharophimosis-epicanthus inversus-ptosis syndrome	blepharophimosis types 1 and 2
orpha:1260	sino-auricular heart block	sino-auricular heart block
orpha:1261	bonnemann-meinecke-reich syndrome	bonnemann-meinecke-reich syndrome
orpha:1261	bonnemann-meinecke-reich syndrome	encephalopathy-intracerebral calcification-retinal degeneration syndrome
orpha:1262	böök syndrome	böök syndrome
orpha:1263	boomerang dysplasia	boomerang dysplasia
orpha:1264	tricho-retino-dento-digital syndrome	tricho-retino-dento-digital syndrome
orpha:1264	tricho-retino-dento-digital syndrome	bork syndrome
orpha:1264	tricho-retino-dento-digital syndrome	uncombable hair-retinal pigmentary dystrophy-dental anomalies-brachydactyly syndrome
orpha:1267	botulism	botulism
orpha:127	borjeson-forssman-lehmann syndrome	borjeson-forssman-lehmann syndrome
orpha:127	borjeson-forssman-lehmann syndrome	bfls
orpha:127	borjeson-forssman-lehmann syndrome	intellectual disability-epilepsy-endocrine disorders syndrome
orpha:1270	bowen-conradi syndrome	bowen-conradi syndrome
orpha:1270	bowen-conradi syndrome	bowen syndrome, hutterite type
orpha:1272	aymé-gripp syndrome	aymé-gripp syndrome
orpha:1272	aymé-gripp syndrome	brachycephaly-deafness-cataract-intellectual disability syndrome
orpha:1272	aymé-gripp syndrome	fine-lubinsky syndrome
orpha:1275	brachydactyly-elbow wrist dysplasia syndrome	brachydactyly-elbow wrist dysplasia syndrome
orpha:1275	brachydactyly-elbow wrist dysplasia syndrome	brachydactyly-joint dysplasia syndrome
orpha:1275	brachydactyly-elbow wrist dysplasia syndrome	liebenberg syndrome
orpha:1276	brachydactyly-arterial hypertension syndrome	brachydactyly-arterial hypertension syndrome
orpha:1276	brachydactyly-arterial hypertension syndrome	bilginturan brachydactyly
orpha:1276	brachydactyly-arterial hypertension syndrome	bilginturan syndrome
orpha:1276	brachydactyly-arterial hypertension syndrome	brachydactyly type e, with short stature and hypertension
orpha:1277	brachydactyly-mesomelia-intellectual disability-heart defects syndrome	brachydactyly-mesomelia-intellectual disability-heart defects syndrome
orpha:1277	brachydactyly-mesomelia-intellectual disability-heart defects syndrome	stratton-garcia-young syndrome
orpha:1278	brachydactyly-preaxial hallux varus syndrome	brachydactyly-preaxial hallux varus syndrome
orpha:128	diphyllobothriasis	diphyllobothriasis
orpha:128	diphyllobothriasis	bothriocephalosis
orpha:129	pseudopelade of brocq	pseudopelade of brocq
orpha:1292	brachymorphism-onychodysplasia-dysphalangism syndrome	brachymorphism-onychodysplasia-dysphalangism syndrome
orpha:1292	brachymorphism-onychodysplasia-dysphalangism syndrome	bod syndrome
orpha:1292	brachymorphism-onychodysplasia-dysphalangism syndrome	senior syndrome
orpha:1293	brachyolmia	brachyolmia
orpha:1295	brachytelephalangy-dysmorphism-kallmann syndrome	brachytelephalangy-dysmorphism-kallmann syndrome
orpha:1296	lambert syndrome	lambert syndrome
orpha:1296	lambert syndrome	branchial dysplasia-intellectual disability-inguinal hernia syndrome
orpha:1297	branchio-oculo-facial syndrome	branchio-oculo-facial syndrome
orpha:1297	branchio-oculo-facial syndrome	bofs
orpha:1299	branchioskeletogenital syndrome	branchioskeletogenital syndrome
orpha:1299	branchioskeletogenital syndrome	bsg syndrome
orpha:1299	branchioskeletogenital syndrome	elsahy-waters syndrome
orpha:13	6-pyruvoyl-tetrahydropterin synthase deficiency	6-pyruvoyl-tetrahydropterin synthase deficiency
orpha:13	6-pyruvoyl-tetrahydropterin synthase deficiency	hyperphenylalaninemia due to 6-pyruvoyltetrahydropterin synthase deficiency
orpha:130	brugada syndrome	brugada syndrome
orpha:130	brugada syndrome	bangungut
orpha:130	brugada syndrome	dream disease
orpha:130	brugada syndrome	idiopathic ventricular fibrillation, brugada type
orpha:130	brugada syndrome	pokkuri death syndrome
orpha:130	brugada syndrome	sunds
orpha:130	brugada syndrome	sudden unexplained nocturnal death syndrome
orpha:1300	autosomal dominant popliteal pterygium syndrome	autosomal dominant popliteal pterygium syndrome
orpha:1300	autosomal dominant popliteal pterygium syndrome	facio-genito-popliteal syndrome
orpha:1300	autosomal dominant popliteal pterygium syndrome	popliteal web syndrome
orpha:1302	cryptogenic organizing pneumonia	cryptogenic organizing pneumonia
orpha:1302	cryptogenic organizing pneumonia	bronchiolitis obliterans organizing pneumonia
orpha:1302	cryptogenic organizing pneumonia	cop
orpha:1303	bronchiolitis obliterans with obstructive pulmonary disease	bronchiolitis obliterans with obstructive pulmonary disease
orpha:1303	bronchiolitis obliterans with obstructive pulmonary disease	boop
orpha:1303	bronchiolitis obliterans with obstructive pulmonary disease	constrictive bronchiolitis
orpha:1303	bronchiolitis obliterans with obstructive pulmonary disease	obliterative bronchiolitis
orpha:1304	brucellosis	brucellosis
orpha:1305	feingold syndrome	feingold syndrome
orpha:1305	feingold syndrome	brunner-winter syndrome
orpha:1305	feingold syndrome	digital anomalies with short palpebral fissures and atresia of esophagus or duodenum
orpha:1305	feingold syndrome	fglds
orpha:1305	feingold syndrome	fs
orpha:1305	feingold syndrome	mmt
orpha:1305	feingold syndrome	moded syndrome
orpha:1305	feingold syndrome	microcephaly-digital anomalies-normal intelligence syndrome
orpha:1305	feingold syndrome	microcephaly-intellectual disability-tracheoesophageal fistula syndrome
orpha:1305	feingold syndrome	microcephaly-oculo-digito-esophageal-duodenal syndrome syndrome
orpha:1305	feingold syndrome	oded syndrome
orpha:1305	feingold syndrome	oculo-digito-esophageal-duodenal syndrome
orpha:1306	buschke-ollendorff syndrome	buschke-ollendorff syndrome
orpha:1306	buschke-ollendorff syndrome	disseminated dermatofibrosis with osteopoikilosis
orpha:1307	distal limb deficiencies-micrognathia syndrome	distal limb deficiencies-micrognathia syndrome
orpha:1307	distal limb deficiencies-micrognathia syndrome	10q24 microduplication syndrome
orpha:1307	distal limb deficiencies-micrognathia syndrome	buttiens-fryns syndrome
orpha:1308	c syndrome	c syndrome
orpha:1308	c syndrome	otcs
orpha:1308	c syndrome	opitz c trigonocephaly
orpha:1308	c syndrome	opitz trigonocephaly c syndrome
orpha:1308	c syndrome	opitz trigonocephaly syndrome
orpha:1308	c syndrome	trigonocephaly c syndrome
orpha:1309	medullary sponge kidney	medullary sponge kidney
orpha:1309	medullary sponge kidney	cacchi-ricci disease
orpha:1309	medullary sponge kidney	msk
orpha:1309	medullary sponge kidney	precalicial canalicular ectasia
orpha:131	budd-chiari syndrome	budd-chiari syndrome
orpha:1310	caffey disease	caffey disease
orpha:1310	caffey disease	infantile cortical hyperostosis
orpha:1313	infantile choroidocerebral calcification syndrome	infantile choroidocerebral calcification syndrome
orpha:1314	symmetrical thalamic calcifications	symmetrical thalamic calcifications
orpha:1314	symmetrical thalamic calcifications	bilateral symmetrical thalamic gliosis
orpha:1318	campomelia, cumming type	campomelia, cumming type
orpha:1319	camptobrachydactyly	camptobrachydactyly
orpha:132	butyrylcholinesterase deficiency	butyrylcholinesterase deficiency
orpha:1320	idiopathic camptocormia	idiopathic camptocormia
orpha:1320	idiopathic camptocormia	idiopathic camptocormism
orpha:1320	idiopathic camptocormia	idiopathic progressive lumbar kyphosis
orpha:1325	camptodactyly-taurinuria syndrome	camptodactyly-taurinuria syndrome
orpha:1325	camptodactyly-taurinuria syndrome	familial streblodactyly with amino-aciduria
orpha:1326	camptodactyly syndrome, guadalajara type 2	camptodactyly syndrome, guadalajara type 2
orpha:1327	camptodactyly syndrome, guadalajara type 1	camptodactyly syndrome, guadalajara type 1
orpha:1328	camurati-engelmann disease	camurati-engelmann disease
orpha:1328	camurati-engelmann disease	progressive diaphyseal dysplasia
orpha:1329	complete atrioventricular canal	complete atrioventricular canal
orpha:1329	complete atrioventricular canal	cavc
orpha:1329	complete atrioventricular canal	common atrioventricular canal
orpha:1329	complete atrioventricular canal	complete atrioventricular septal defect
orpha:133	chronic beryllium disease	chronic beryllium disease
orpha:133	chronic beryllium disease	berylliosis
orpha:133	chronic beryllium disease	chronic berylliosis
orpha:133	chronic beryllium disease	chronic beryllium lung disease
orpha:1330	partial atrioventricular canal	partial atrioventricular canal
orpha:1330	partial atrioventricular canal	pavc
orpha:1330	partial atrioventricular canal	partial atrioventricular canal defect
orpha:1331	familial prostate cancer	familial prostate cancer
orpha:1332	medullary thyroid carcinoma	medullary thyroid carcinoma
orpha:1332	medullary thyroid carcinoma	mtc
orpha:1333	familial pancreatic carcinoma	familial pancreatic carcinoma
orpha:1333	familial pancreatic carcinoma	familial pancreatic cancer
orpha:1334	chronic mucocutaneous candidiasis	chronic mucocutaneous candidiasis
orpha:1334	chronic mucocutaneous candidiasis	cmc
orpha:1335	pentalogy of cantrell	pentalogy of cantrell
orpha:1335	pentalogy of cantrell	cantrell deformity
orpha:1335	pentalogy of cantrell	cantrell syndrome
orpha:1335	pentalogy of cantrell	thoraco-abdominal syndrome
orpha:1336	hyperkeratosis-hyperpigmentation syndrome	hyperkeratosis-hyperpigmentation syndrome
orpha:1338	heart defect-tongue hamartoma-polysyndactyly syndrome	heart defect-tongue hamartoma-polysyndactyly syndrome
orpha:1338	heart defect-tongue hamartoma-polysyndactyly syndrome	ostravik-lindemann-solberg syndrome
orpha:134	beta-ketothiolase deficiency	beta-ketothiolase deficiency
orpha:134	beta-ketothiolase deficiency	3-ketothiolase deficiency
orpha:134	beta-ketothiolase deficiency	3-oxothiolase deficiency
orpha:134	beta-ketothiolase deficiency	alpha methylacetoacetic aciduria
orpha:134	beta-ketothiolase deficiency	alpha-methyl-acetoacetyl-coa thiolase deficiency
orpha:134	beta-ketothiolase deficiency	mitochondrial acetoacetyl-coenzyme a thiolase deficiency
orpha:134	beta-ketothiolase deficiency	t2 deficiency
orpha:1340	cardiofaciocutaneous syndrome	cardiofaciocutaneous syndrome
orpha:1340	cardiofaciocutaneous syndrome	cfc syndrome
orpha:1342	heart-hand syndrome type 3	heart-hand syndrome type 3
orpha:1342	heart-hand syndrome type 3	atriodigital dysplasia type 3
orpha:1342	heart-hand syndrome type 3	cardiomelic syndrome type 3
orpha:1342	heart-hand syndrome type 3	heart-hand syndrome, spanish type
orpha:1342	heart-hand syndrome type 3	heart-limb syndrome type 3
orpha:1344	atrial standstill	atrial standstill
orpha:1344	atrial standstill	atrial cardiomyopathy with heart block
orpha:1345	cardiomyopathy-cataract-hip spine disease syndrome	cardiomyopathy-cataract-hip spine disease syndrome
orpha:1345	cardiomyopathy-cataract-hip spine disease syndrome	krasnow-qazi syndrome
orpha:1349	maternally-inherited cardiomyopathy and hearing loss	maternally-inherited cardiomyopathy and hearing loss
orpha:1349	maternally-inherited cardiomyopathy and hearing loss	maternally-inherited cardiomyopathy and deafness
orpha:1349	maternally-inherited cardiomyopathy and hearing loss	trna-lys-related cardiomyopathy-hearing loss syndrome
orpha:135	cach syndrome	cach syndrome
orpha:135	cach syndrome	childhood ataxia with diffuse central nervous system hypomyelination
orpha:135	cach syndrome	leukoencephalopathy with vanishing white matter
orpha:135	cach syndrome	myelinosis centralis diffusa
orpha:1350	heart-hand syndrome type 2	heart-hand syndrome type 2
orpha:1350	heart-hand syndrome type 2	atriodigital dysplasia type 2
orpha:1350	heart-hand syndrome type 2	tabatznik syndrome
orpha:1352	atrioventricular defect-blepharophimosis-radial and anal defect syndrome	atrioventricular defect-blepharophimosis-radial and anal defect syndrome
orpha:1352	atrioventricular defect-blepharophimosis-radial and anal defect syndrome	houlston-ironton-temple syndrome
orpha:1354	heart defects-limb shortening syndrome	heart defects-limb shortening syndrome
orpha:1355	congenital heart defect-round face-developmental delay syndrome	congenital heart defect-round face-developmental delay syndrome
orpha:1355	congenital heart defect-round face-developmental delay syndrome	sonoda syndrome
orpha:1358	carey-fineman-ziter  syndrome	carey-fineman-ziter  syndrome
orpha:1358	carey-fineman-ziter  syndrome	myopathy-moebius-robin syndrome
orpha:1359	carney complex	carney complex
orpha:1359	carney complex	carney syndrome
orpha:1359	carney complex	myxoma-spotty pigmentation-endocrine overactivity syndrome
orpha:136	cadasil	cadasil
orpha:136	cadasil	cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy
orpha:136	cadasil	hereditary multi-infarct dementia
orpha:1361	carnosinemia	carnosinemia
orpha:1361	carnosinemia	carnosinase deficiency
orpha:1366	autosomal recessive palmoplantar keratoderma and congenital alopecia	autosomal recessive palmoplantar keratoderma and congenital alopecia
orpha:1366	autosomal recessive palmoplantar keratoderma and congenital alopecia	autosomal recessive palmoplantar hyperkeratosis and congenital alopecia
orpha:1366	autosomal recessive palmoplantar keratoderma and congenital alopecia	cataract-alopecia-sclerodactyly syndrome
orpha:1366	autosomal recessive palmoplantar keratoderma and congenital alopecia	ppk-ca, wallis type
orpha:1366	autosomal recessive palmoplantar keratoderma and congenital alopecia	palmoplantar keratoderma and congenital alopecia, wallis type
orpha:1368	cataract-ataxia-deafness syndrome	cataract-ataxia-deafness syndrome
orpha:1369	congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome	congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome
orpha:1369	congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome	sengers syndrome
orpha:137	congenital disorder of glycosylation	congenital disorder of glycosylation
orpha:137	congenital disorder of glycosylation	cdg
orpha:137	congenital disorder of glycosylation	carbohydrate deficient glycoprotein syndrome
orpha:1373	cataract-aberrant oral frenula-growth delay syndrome	cataract-aberrant oral frenula-growth delay syndrome
orpha:1373	cataract-aberrant oral frenula-growth delay syndrome	wellesley-carman-french syndrome
orpha:1375	cataract-hypertrichosis-intellectual disability syndrome	cataract-hypertrichosis-intellectual disability syndrome
orpha:1375	cataract-hypertrichosis-intellectual disability syndrome	cahmr syndrome
orpha:137577	neonatal hypoxic and ischemic brain injury	neonatal hypoxic and ischemic brain injury
orpha:137577	neonatal hypoxic and ischemic brain injury	hie
orpha:137577	neonatal hypoxic and ischemic brain injury	hypoxic and ischemic brain injury in the newborn
orpha:137577	neonatal hypoxic and ischemic brain injury	hypoxic-ischemic encephalopathy
orpha:137577	neonatal hypoxic and ischemic brain injury	perinatal asphyxia
orpha:137577	neonatal hypoxic and ischemic brain injury	perinatal hypoxia
orpha:137583	vulvar intraepithelial neoplasia	vulvar intraepithelial neoplasia
orpha:137583	vulvar intraepithelial neoplasia	vulvar intraepithelial tumor
orpha:137586	herpes simplex virus keratitis	herpes simplex virus keratitis
orpha:137586	herpes simplex virus keratitis	hsv keratitis
orpha:137586	herpes simplex virus keratitis	herpetic keratitis
orpha:137593	infectious epithelial keratitis	infectious epithelial keratitis
orpha:137596	neurotrophic keratopathy	neurotrophic keratopathy
orpha:137596	neurotrophic keratopathy	neurotrophic keratitis
orpha:137599	stromal keratitis	stromal keratitis
orpha:137602	endotheliitis	endotheliitis
orpha:137605	legius syndrome	legius syndrome
orpha:137605	legius syndrome	nf1-like syndrome
orpha:137605	legius syndrome	neurofibromatosis 1-like syndrome
orpha:137608	segmental outgrowth-lipomatosis-arteriovenous malformation-epidermal nevus syndrome	segmental outgrowth-lipomatosis-arteriovenous malformation-epidermal nevus syndrome
orpha:137608	segmental outgrowth-lipomatosis-arteriovenous malformation-epidermal nevus syndrome	solamen syndrome
orpha:137617	nephrogenic systemic fibrosis	nephrogenic systemic fibrosis
orpha:137617	nephrogenic systemic fibrosis	nephrogenic fibrosing dermopathy
orpha:137622	intractable diarrhea-choanal atresia-eye anomalies syndrome	intractable diarrhea-choanal atresia-eye anomalies syndrome
orpha:137625	glycogen storage disease due to muscle and heart glycogen synthase deficiency	glycogen storage disease due to muscle and heart glycogen synthase deficiency
orpha:137625	glycogen storage disease due to muscle and heart glycogen synthase deficiency	gsd due to muscle and heart glycogen synthase deficiency
orpha:137625	glycogen storage disease due to muscle and heart glycogen synthase deficiency	gsd type 0b
orpha:137625	glycogen storage disease due to muscle and heart glycogen synthase deficiency	glycogen storage disease type 0b
orpha:137625	glycogen storage disease due to muscle and heart glycogen synthase deficiency	glycogenosis due to muscle and heart glycogen synthase deficiency
orpha:137625	glycogen storage disease due to muscle and heart glycogen synthase deficiency	glycogenosis type 0b
orpha:137628	cardiac anomalies-heterotaxy syndrome	cardiac anomalies-heterotaxy syndrome
orpha:137631	lung fibrosis-immunodeficiency-46,xx gonadal dysgenesis syndrome	lung fibrosis-immunodeficiency-46,xx gonadal dysgenesis syndrome
orpha:137634	overgrowth-macrocephaly-facial dysmorphism syndrome	overgrowth-macrocephaly-facial dysmorphism syndrome
orpha:137639	hypomyelinating leukodystrophy-ataxia-hypodontia-hypomyelination syndrome	hypomyelinating leukodystrophy-ataxia-hypodontia-hypomyelination syndrome
orpha:137639	hypomyelinating leukodystrophy-ataxia-hypodontia-hypomyelination syndrome	ataxia-delayed dentition-hypomyelination syndrome
orpha:137667	capillary malformation-arteriovenous malformation	capillary malformation-arteriovenous malformation
orpha:137667	capillary malformation-arteriovenous malformation	cm-avm
orpha:137672	pellucid marginal degeneration	pellucid marginal degeneration
orpha:137675	histiocytoid cardiomyopathy	histiocytoid cardiomyopathy
orpha:137675	histiocytoid cardiomyopathy	foamy myocardial transformation of infancy
orpha:137675	histiocytoid cardiomyopathy	infantile cardiomyopathy with histiocytoid change
orpha:137675	histiocytoid cardiomyopathy	infantile xanthomatous cardiomyopathy
orpha:137675	histiocytoid cardiomyopathy	oncocytic cardiomyopathy
orpha:137678	czech dysplasia, metatarsal type	czech dysplasia, metatarsal type
orpha:137681	hepatoencephalopathy due to combined oxidative phosphorylation defect type 1	hepatoencephalopathy due to combined oxidative phosphorylation defect type 1
orpha:137681	hepatoencephalopathy due to combined oxidative phosphorylation defect type 1	hepatoencephalopathy due to coxpd1
orpha:137686	asherman syndrome	asherman syndrome
orpha:137686	asherman syndrome	intrauterine adhesions
orpha:137686	asherman syndrome	intrauterine synechiae
orpha:1377	cataract-microcornea syndrome	cataract-microcornea syndrome
orpha:137754	neurological conditions associated with aminoacylase 1 deficiency	neurological conditions associated with aminoacylase 1 deficiency
orpha:137754	neurological conditions associated with aminoacylase 1 deficiency	acy1d
orpha:137754	neurological conditions associated with aminoacylase 1 deficiency	n-acyl-l-amino acid amidohydrolase deficiency
orpha:137776	lethal congenital contracture syndrome type 2	lethal congenital contracture syndrome type 2
orpha:137776	lethal congenital contracture syndrome type 2	lccs2
orpha:137776	lethal congenital contracture syndrome type 2	multiple contracture syndrome, israeli-bedouin type
orpha:137783	lethal congenital contracture syndrome type 3	lethal congenital contracture syndrome type 3
orpha:137783	lethal congenital contracture syndrome type 3	lccs3
orpha:137807	primary cutaneous amyloidosis	primary cutaneous amyloidosis
orpha:137807	primary cutaneous amyloidosis	plca
orpha:137807	primary cutaneous amyloidosis	primary localized cutaneous amyloidosis
orpha:137810	nodular cutaneous amyloidosis	nodular cutaneous amyloidosis
orpha:137810	nodular cutaneous amyloidosis	plcna
orpha:137810	nodular cutaneous amyloidosis	primary localized cutaneous nodular amyloidosis
orpha:137814	macular amyloidosis	macular amyloidosis
orpha:137817	arachnoiditis	arachnoiditis
orpha:137817	arachnoiditis	adhesive arachnoiditis
orpha:137817	arachnoiditis	chronic arachnoiditis
orpha:137820	extrapelvic endometriosis	extrapelvic endometriosis
orpha:137820	extrapelvic endometriosis	endometriosis outside pelvis
orpha:137831	x-linked intellectual disability-cerebellar hypoplasia syndrome	x-linked intellectual disability-cerebellar hypoplasia syndrome
orpha:137831	x-linked intellectual disability-cerebellar hypoplasia syndrome	ophn1 syndrome
orpha:137831	x-linked intellectual disability-cerebellar hypoplasia syndrome	oligophrenin-1 syndrome
orpha:137834	frank-ter haar syndrome	frank-ter haar syndrome
orpha:137834	frank-ter haar syndrome	ter haar syndrome
orpha:137839	lemierre syndrome	lemierre syndrome
orpha:137839	lemierre syndrome	lemierre postanginal sepsis
orpha:137839	lemierre syndrome	postanginal sepsis secondary to orophyngeal infection
orpha:137839	lemierre syndrome	septic phlebitis of the internal jugular vein
orpha:137867	madras motor neuron disease	madras motor neuron disease
orpha:137867	madras motor neuron disease	mmnd
